Rank,Symbol,Description,NIFTY50,NIFTYNEXT50,NIFTY100,NIFTY200,NIFTY500,NIFTYTOTALMARKET,NIFTYMIDCAP50,NIFTYMIDCAP150,NIFTYMIDCAP100,NIFTYSMALLCAP250,NIFTYSMALLCAP50,NIFTYSMALLCAP100,NIFTYMICROCAP250,SectorialIndex
2313,GODHA,Godha Cabcon & Insulation Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2314,BALKRISHNA,Balkrishna Paper Mills Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2315,AGSTRA,AGS Transact Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2316,BANARBEADS,Banaras Beads Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2317,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2318,MANUGRAPH,Manugraph India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2319,PREMIUM,Premium Plast Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2320,VELS,Vels Film International Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2321,RCDL,Rajgor Castor Derivatives Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2322,DURLAX,Durlax Top Surface Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2323,BANG,Bang Overseas Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2324,TNTELE,Tamilnadu Telecommunications Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2325,BABAFP,Baba Food Processing (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2326,MALUPAPER,Malu Paper Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2327,NIBL,NRB Industrial Bearings Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2328,UNILEX,Unilex Colours & Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2329,JAIPURKURT,Nandani Creation Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2330,RKDL,Ravikumar Distilleries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2331,ICDSLTD,ICDS Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2332,LFIC,Lakshmi Finance & Industrial Corp. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2333,SERVICE,Service Care Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2334,SIMBHALS,Simbhaoli Sugars Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2335,COUNCODOS,Country Condo's Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2336,VINNY,Vinny Overseas Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2337,GOLDENTOBC,Golden Tobacco Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2338,ARCHIES,Archies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2339,SHIVAMILLS,Shiva Mills Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2340,KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2341,VISHWAS,Vishwas Agri Seeds Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2342,ADROITINFO,Adroit Infotech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2343,BMETRICS,Bombay Metrics Supply Chain Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2344,ARSHIYA,Arshiya Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2345,KARMAENG,Karma Energy Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2346,PALREDTEC,Palred Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2347,LEXUS,Lexus Granito (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2348,BULKCORP,Bulkcorp International Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2349,MCON,MCON Rasayan India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2350,KALANA,Kalana Ispat Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2351,NMSTEEL,Newmalayalam Steel Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2352,VLINFRA,V.L.Infraprojects Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2353,SEL,Sungarner Energies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2354,AUROIMPEX,Auro Impex & Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2355,AROGRANITE,ARO Granite Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2356,IDENTICAL,Identical Brains Studios Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2357,RNPL,Renol Polychem Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2358,LCCINFOTEC,LCC Infotech Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2359,NGIL,Nakoda Group of Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2360,21STCENMGM,Twentyfirst Century Management Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2361,HBSL,HB Stockholdings Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2362,RULKA,Rulka Electricals Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2363,DNAMEDIA,Diligent Media Corp. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2364,RICHA,Richa Info Systems Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2365,GANGAFORGE,Ganga Forging Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2366,SUPERSPIN,Super Spinning Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2367,NORBTEAEXP,Norben Tea & Exports Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2368,PEARLPOLY,Pearl Polymers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2369,MEDISTEP,Medistep Healthcare Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2370,BALAXI,Balaxi Pharmaceuticals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2371,PNC,Pritish Nandy Communications Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2372,KHAITANLTD,Khaitan India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2373,SAMAY,Samay Project Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2374,AGARWALFT,Agarwal Float Glass India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2375,WEWIN,We Win Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2376,VIJIFIN,Viji Finance Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2377,GAYAHWS,Gayatri Highways Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2378,ADL,Archidply Decor Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2379,UCL,Ushanti Colour Chem Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2380,MADHUCON,Madhucon Projects Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2381,MIEL,Manglam Infra & Engineering Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2382,AATMAJ,Aatmaj Healthcare Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2383,SVPGLOB,SVP Global Textiles Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2384,SAGARDEEP,Sagardeep Alloys Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2385,AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2386,TARAPUR,Tarapur Transformers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2387,MASKINVEST,Mask Investments Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2388,SEYAIND,Seya Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2389,NEXTMEDIA,Next Mediaworks Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2390,AKASH,Akash Infra-Projects Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2391,KEEPLEARN,DSJ Keep Learning Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2392,ABMINTLLTD,ABM International Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2393,PHOGLOBAL,Phoenix Overseas Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2394,AKSHAR,Akshar Spintex Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2395,MOHITIND,Mohit Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2396,LASA,Lasa Supergenerics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2397,SITINET,Siti Networks Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2398,FELDVR,Future Enterprises Ltd. Class B,No,No,No,No,No,No,No,No,No,No,No,No,No,
2399,FEL,Future Enterprises Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2400,INTEGRITY,Integrity Infrabuild Developers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2401,RADIOWALLA,Radiowalla Network Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2402,HYBRIDFIN,Hybrid Financial Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2403,NEELAM,Neelam Linens and Garments (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2404,MADHAV,Madhav Marbles & Granites Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2405,ASHOKAMET,Ashoka Metcast Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2406,LAXMICOT,Laxmi Cotspin Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2407,BILVYAPAR,Bil Vyapar Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2408,KANANIIND,Kanani Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2409,TAPIFRUIT,Tapi Fruit Processing Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2410,THESL,Thinking Hats Entertainment Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2411,LAMOSAIC,Lamosaic India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2412,PENTAGON,Pentagon Rubber Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2413,MONOPHARMA,Mono Pharmacare Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2414,NKIND,N.K. Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2415,TRIDHYA,Tridhya Tech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2416,SATIPOLY,Sati Poly Plast Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2417,AKG,AKG Exim Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2418,SKIL,SKIL Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2419,INFOMEDIA,Infomedia Press Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2420,KRIDHANINF,Kridhan Infra Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2421,KHANDSE,Khandwala Securities Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2422,SGL,STL Global Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2423,CYBERMEDIA,Cyber Media (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2424,MICROPRO,Micropro Software Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2425,SANWARIA,Sanwaria Consumer Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2426,WILLAMAGOR,Williamson Magor & Co.Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2427,AGUL,A G Universal Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2428,BOHRAIND,Bohra Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2429,TGBHOTELS,TGB Banquets & Hotels Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2430,FLFL,Future Lifestyle Fashions Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2431,TECILCHEM,TECIL Chemicals & Hydro Power Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2432,TREEHOUSE,Tree House Education & Accessories Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2433,YUDIZ,Yudiz Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2434,ROLTA,Rolta India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2435,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2436,MORARJEE,Morarjee Textiles Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2437,HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2438,VINEETLAB,Vineet Laboratories Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2439,LIBAS,Libas Consumer Products Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2440,SHRENIK,Shrenik Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2441,INSPIRE,Inspire Films Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2442,DIL,Debock Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2443,GOENKA,Goenka Diamond & Jewels Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2444,SRPL,Shree Ram Proteins Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2445,CONTI,Continental Seeds & Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2446,MFML,Mahalaxmi Fabric Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2447,MEP,MEP Infrastructure Developers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2448,RETAIL,JHS Svendgaard Retail Ventures Pvt Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2449,KSHITIJPOL,Kshitij Polyline Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2450,QUICKTOUCH,Quicktouch Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2451,ANKITMETAL,Ankit Metal & Power Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2452,SUPREMEENG,Supreme Engineering Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2453,ROLLT,Rollatainers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2454,SPPPOLY,SPP Polymer Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2455,BLUECHIP,Blue Chip India Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2456,YCCL,Yasons Chemex Care Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2457,NIRAJISPAT,Niraj Ispat Industries Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2458,SANGINITA,Sanginita Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2459,ACEINTEG,Ace Integrated Solutions Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2460,TVVISION,TV Vision Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2461,CMRSL,Cyber Media Research & Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2462,GTECJAINX,G-Tech Jainx Education Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2463,VIVIDHA,Visagar Polytex Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2464,HEADSUP,Heads UP Ventures Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2465,SPRL,SP Refractories Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2466,VCL,Vaxtex Cotfab Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2467,BOSS,Boss Packaging Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2468,GUJRAFFIA,Gujarat Raffia Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2469,JIWANRAM,Jiwanram Sheoduttrai Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2470,UNIINFO,Uniinfo Telecom Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2471,VERITAAS,Veritaas Advertising Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2472,TIJARIA,Tijaria Polypipes Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2473,MARINETRAN,Marinetrans India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2474,LYPSAGEMS,Lypsa Gems & Jewellery Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2475,RADAAN,Radaan Mediaworks (I) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2476,EDUCOMP,Educomp Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2477,IMPEXFERRO,Impex Ferro Tech Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2478,COMPINFO,Compuage Infocom Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2479,GSTL,Globesecure Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2480,TCIFINANCE,TCI Finance Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2481,ANTGRAPHIC,Antarctica Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2482,SILLYMONKS,Silly Monks Entertainment Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2483,MARSHALL,Marshall Machines Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2484,GLFL,Gujarat Lease Financing Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2485,ONELIFECAP,Onelife Capital Advisors Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2486,ARENTERP,Rajdarshan Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2487,UMESLTD,Usha Martin Education & Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2488,CREATIVEYE,Creative Eye Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2489,SHYAMTEL,Shyam Telecom Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2490,MTEDUCARE,MT Educare Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2491,WINSOME,Winsome Yarns Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2492,GLOBALE,Globale Tessile Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2493,EASTSILK,Eastern Silk Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2494,SUULD,Suumaya Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2495,EUROTEXIND,Eurotex Industries & Exports Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2496,DCMFINSERV,DCM Financial Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2497,SHUBHLAXMI,Shubhlaxmi Jewel Art Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2498,OMKARCHEM,Omkar Speciality Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2499,DHTL,Docmode Health Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2500,AMIABLE,Amiable Logsitics (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2501,INDIFRA,Indifra Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2502,TRANSWIND,Transwind Infrastructures Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2503,SHANTI,Shanti Overseas (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2504,ORTINGLOBE,Ortin Global Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2505,RITEZONE,Rite Zone Chemcon India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2506,PREMIER,Premier Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2507,UNIVAFOODS,Univa Foods Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2508,FSC,Future Supply Chain Solutions Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2509,ITTL,Innovative Tyres & Tubes Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2510,SETUINFRA,Setubandhan Infrastructure Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2511,JALAN,Jalan Transolutions (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2512,ALPSINDUS,Alps Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2513,LAKPRE,Lakshmi Precision Screws Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2514,SABEVENTS,SAB Events & Governance Now Media Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2515,BGLOBAL,Bharatiya Global Infomedia Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2516,ORTEL,Ortel Communications Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2517,QUINTEGRA,Quintegra Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2518,CMICABLES,CMI Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2519,RAJVIR,Rajvir Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2520,SANCO,Sanco Industries Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2521,GANGOTRI,Gangotri Textiles Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2522,ETL,Emkay Tools Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2523,STUDIOLSD,Studio LSD Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2524,BALCO,Solve Plastic Products Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2525,RILINFRA,Rachana Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2526,GPECO,GP Eco Solutions India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2527,DUCOL,Ducol Organics & Colours Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2528,IDEALTECHO,Ideal Technoplast Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2529,CURRENT,Current Infraprojects Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2530,PROLIFE,Prolife Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2531,VSCL,Vadivarhe Speciality Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2532,UWCSL,Ultra Wiring Connectivity System Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2533,PRESSTONIC,Presstonic Engineering Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2534,CBAZAAR,Net Avenue Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2535,INTERNET,Mirae Asset Nifty India Internet ETF Units Exchange Traded Fund,No,No,No,No,No,No,No,No,No,No,No,No,No,
2536,SHIVAUM,Shiv Aum Steels Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2537,HOACFOODS,HOAC Foods India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2538,HRHNEXT,HRH Next Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2539,GROWWNET,Groww Nifty India Internet ETF Units Exchange Traded Fund,No,No,No,No,No,No,No,No,No,No,No,No,No,
2540,ARUNAYA,Arunaya Organics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2541,MANAV,Manav Infra Projects Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2542,PATTECH,Pattech Fitwell Tube Components Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2543,GANGABATH,Ganga Bath Fittings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2544,AILIMITED,Abhishek Integrations Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2545,VERTEXPLUS,Vertexplus Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2546,ASLIND,ASL Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2547,PURPLEUTED,Purple United Sales Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2548,AESTHETIK,Aesthetik Engineers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2549,FIDEL,Fidel Softech Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2550,ONDOOR,On Door Concepts Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2551,PARAMOUNT,Paramount Dye Tec Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2552,GROWWNIFTY,Groww Nifty 50 ETF Units Exchange Traded Fund,No,No,No,No,No,No,No,No,No,No,No,No,No,
2553,GAJANAND,Gajanand International Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2554,MASTER,Master Components Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2555,CLASSICEIL,Classic Electrodes India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2556,GSMFOILS,GSM Foils Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2557,PRECISION,Precision Metaliks Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2558,TROM,Trom Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2559,BARFLEX,Barflex Polyfilms Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2560,PLADAINFO,Plada Infotech Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2561,AHIMSA,Ahimsa Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2562,TIMESCAN,Timescan Logistics (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2563,SABAR,Sabar Flex India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2564,DRL,Dhanuka Realty Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2565,MDL,Marvel Decor Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2566,ARVINDPORT,Arvind Port & Infra Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2567,PRAMARA,Pramara Promotions Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2568,SMVD,SMVD Poly Pack Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2569,SATKARTAR,Sat Kartar Shopping Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2570,MILTON,Milton Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2571,APS,Australian Premium Solar (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2572,QVCEL,QVC Exports Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2573,PARTYCRUS,Party Cruisers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2574,ENSER,Enser Communications Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2575,PPSL,Picturepost Studios Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2576,DIVYADHAN,Divyadhan Recycling Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2577,KKVAPOW,KKV Agro Powers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2578,WALPAR,Walpar Nutritions Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2579,SHANTHALA,Shanthala FMCG Products Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2580,BLUEPEBBLE,Blue Pebble Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
